gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,long_term_mth_to_mth
Female,1,Yes,Yes,64,Yes,Yes,DSL,No internet service,No,No,No,No,No,One year,Yes,Mailed check,53.79,3446.36,0,0.8275384615384616,0
Male,0,No,Yes,38,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,53.97,2047.42,0,1.3838461538461537,0
Male,0,Yes,No,28,No,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,38.1,1065.48,0,1.313793103448276,0
Female,0,No,Yes,19,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.71,1796.1,1,4.7355,0
Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.46,2440.36,1,0.7939285714285714,1
Female,0,No,No,70,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,80.76,5645.86,1,1.1374647887323945,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,77.35,150.26,1,25.78333333333333,0
Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.1,312.42,1,10.516666666666667,0
Female,1,No,No,44,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),58.84,2590.64,0,1.3075555555555556,0
Male,1,No,No,23,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,27.96,648.76,0,1.165,0
Male,0,No,No,52,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,43.51,2255.36,0,0.8209433962264151,1
Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,62.4,4495.79,0,0.8547945205479451,0
Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.3,4117.78,1,1.6137254901960785,1
Female,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,47.81,1485.42,1,1.4940625,1
Male,0,No,No,49,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,22.96,1118.2,0,0.4592,1
Female,1,No,No,18,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,87.77,1585.01,1,4.619473684210526,0
Male,0,Yes,No,48,No,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,61.1,2940.35,0,1.2469387755102042,1
Male,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,55.51,2499.73,0,1.2067391304347825,1
Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,118.22,7920.73,0,1.7385294117647059,0
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,76.6,1533.63,0,3.6476190476190475,0
Male,0,Yes,Yes,31,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,40.82,1267.67,0,1.275625,1
Male,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,118.44,5211.92,1,2.632,1
Male,0,No,Yes,13,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,119.81,1559.15,0,8.557857142857143,0
Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),34.72,1596.9,0,0.7387234042553191,0
Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.0,4562.12,1,1.2459016393442623,1
Female,0,No,No,20,Yes,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.07,1382.41,1,3.2890476190476186,0
Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,83.49,1422.34,0,4.638333333333333,0
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.32,1408.78,1,3.7159999999999997,0
Female,0,Yes,No,17,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),91.74,1563.12,1,5.096666666666667,0
Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,20.38,262.44,0,1.4557142857142857,0
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,94.6,6721.4,1,1.3138888888888889,1
Male,0,No,No,53,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),27.42,1459.5,0,0.5077777777777778,0
Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),80.12,4877.55,0,1.292258064516129,0
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,46.33,2406.85,0,0.8741509433962263,0
Female,0,No,Yes,41,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,104.32,4268.86,1,2.4838095238095237,1
Male,0,Yes,No,66,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.78,1842.2,0,0.4146268656716418,1
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,65.66,985.56,0,4.10375,0
Female,0,No,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),96.26,2312.1,1,3.8504,0
Female,0,No,No,24,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,53.39,1287.73,0,2.1356,0
Male,0,Yes,No,20,Yes,No,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,55.99,1134.31,0,2.666190476190476,0
Female,0,Yes,No,43,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,28.91,1247.52,0,0.6570454545454546,0
Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,90.11,2795.56,0,2.8159375,0
Female,0,Yes,No,49,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,92.02,4508.56,0,1.8403999999999998,0
Female,1,No,No,4,Yes,No phone service,No,Yes,No,No,No,No,Yes,One year,No,Electronic check,97.25,387.32,1,19.45,0
Male,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),19.94,421.49,0,0.9063636363636364,0
Male,0,No,No,44,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,117.58,5171.26,1,2.612888888888889,1
Female,0,Yes,Yes,36,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),70.51,2538.77,1,1.9056756756756759,1
Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.52,5536.6,1,2.086923076923077,1
Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),36.37,1133.31,0,1.1365625,0
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,105.3,5374.29,1,2.025,1
Male,0,No,No,42,No,No,No,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),25.23,1064.62,0,0.5867441860465117,0
Female,1,No,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,65.38,2541.2,1,1.6344999999999998,1
Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.54,2274.36,0,4.105833333333334,0
Male,0,No,No,59,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.29,5332.54,1,1.5048333333333335,1
Female,0,No,No,31,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,83.6,2585.05,1,2.6125,1
Female,0,No,No,64,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),25.52,1632.9,0,0.3926153846153846,1
Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),33.12,1855.77,0,0.5810526315789474,0
Female,0,No,No,11,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),103.46,1133.82,1,8.621666666666666,0
Male,0,No,No,37,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.55,1603.09,1,1.1460526315789472,1
Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,56.99,2342.11,0,1.356904761904762,0
Female,0,No,Yes,35,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),54.18,1901.41,0,1.505,0
Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,34.95,1860.13,0,0.6472222222222223,0
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,25.08,223.35,1,2.508,0
Female,0,No,No,24,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,32.86,793.77,0,1.3144,0
Male,0,Yes,No,67,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,35.64,2390.04,1,0.5241176470588236,1
Female,0,No,No,48,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,43.25,2077.81,0,0.8826530612244898,0
Male,0,No,Yes,52,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,67.57,3511.45,0,1.2749056603773583,0
Male,0,Yes,Yes,25,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,21.4,533.29,0,0.823076923076923,0
Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),114.0,6044.81,0,2.111111111111111,0
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,58.37,235.51,0,11.674,0
Female,1,No,No,6,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,No,Mailed check,43.73,262.52,0,6.247142857142856,0
Male,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,93.95,1690.59,1,4.9447368421052635,0
Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.2,3558.58,1,1.3960784313725492,1
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,40.24,1171.54,1,1.3413333333333335,1
Male,0,No,No,40,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.37,2802.33,1,1.7163414634146343,1
Female,0,No,No,51,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,89.85,4575.88,1,1.7278846153846152,1
Female,0,No,No,3,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,59.35,184.18,1,14.8375,0
Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,60.07,3426.42,0,1.0356896551724137,0
Female,0,Yes,No,9,Yes,No,DSL,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),95.62,855.67,1,9.562000000000001,0
Male,1,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.74,89.0,1,15.246666666666668,0
Male,0,No,No,53,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),72.47,3842.7,0,1.342037037037037,0
Male,0,Yes,Yes,57,Yes,No,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.99,2162.82,1,0.655,1
Female,0,Yes,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,26.34,421.85,0,1.5494117647058823,0
Female,0,No,Yes,71,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.06,6251.36,1,1.2230555555555556,1
Female,0,Yes,No,58,No,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.18,4183.4,1,1.2233898305084747,1
Male,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.79,383.51,1,12.798333333333334,0
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),66.74,2123.38,0,2.0224242424242425,0
Male,1,No,No,3,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),44.01,127.48,1,11.0025,0
Female,0,Yes,Yes,65,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,107.35,6982.15,0,1.6265151515151515,0
Female,0,No,No,49,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.97,4508.14,1,1.8394,1
Female,0,Yes,Yes,48,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.59,3419.3,1,1.4610204081632654,1
Female,0,No,No,18,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.47,1202.09,0,3.498421052631579,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),32.61,34.85,1,16.305,0
Female,0,No,No,44,Yes,No,No,No,No,No,Yes,Yes,No internet service,Two year,No,Mailed check,40.04,1759.39,0,0.8897777777777778,0
Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.84,1358.97,1,8.68,0
Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,44.85,1254.82,0,1.5465517241379312,0
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,73.98,3486.14,0,1.54125,0
Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,72.16,721.72,1,6.56,0
Female,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.54,4470.41,1,1.755686274509804,1
Female,0,Yes,No,58,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),111.5,6462.31,0,1.8898305084745763,0
Female,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,31.9,227.92,1,3.9875,0
Female,0,No,Yes,51,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.7,5137.31,1,1.9365384615384615,1
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),54.11,61.06,1,27.055,0
Female,0,No,No,34,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,60.51,2058.54,0,1.7288571428571429,0
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,32.88,865.23,0,1.2177777777777778,0
Male,0,No,No,9,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.49,227.65,1,2.449,0
Female,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.68,1881.42,1,2.910769230769231,1
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Electronic check,117.79,1058.24,1,11.779,0
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),32.32,2140.37,0,0.48238805970149257,0
Female,0,No,No,70,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),57.42,4019.13,0,0.8087323943661973,0
Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),108.98,1527.42,1,7.265333333333333,0
Male,0,Yes,No,55,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.89,6321.39,1,2.0516071428571427,1
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,43.05,1324.43,1,1.3453125,1
Male,0,No,No,15,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.66,1243.12,1,5.16625,0
Male,0,No,No,67,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Two year,No,Credit card (automatic),51.76,3476.88,0,0.7611764705882352,0
Female,0,No,No,36,Yes,Yes,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,85.27,3064.39,1,2.3045945945945947,1
Male,0,Yes,No,47,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.25,2026.31,1,0.9010416666666666,1
Female,1,Yes,No,46,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,106.03,4882.39,0,2.2559574468085106,0
Male,1,Yes,No,67,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),95.79,6410.33,1,1.4086764705882353,1
Male,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.88,5517.86,1,1.9977358490566037,1
Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),89.18,4995.5,1,1.564561403508772,1
Female,0,No,No,16,Yes,No,No,No,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),93.01,1486.76,0,5.471176470588236,0
Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),53.37,1062.01,1,2.5414285714285714,0
Male,0,Yes,No,8,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,30.09,251.97,1,3.3433333333333333,0
Male,0,No,No,29,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.98,894.71,1,1.0326666666666666,1
Male,1,Yes,No,54,No,No,No,No internet service,No,Yes,No,Yes,No internet service,One year,No,Mailed check,72.26,3901.57,0,1.313818181818182,0
Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,58.05,2785.23,1,1.1846938775510203,1
Female,1,Yes,Yes,7,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.53,559.24,1,9.81625,0
Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),69.52,3335.18,0,1.4187755102040815,0
Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.21,873.85,1,2.5373684210526317,0
Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,104.64,6800.75,1,1.5854545454545454,1
Male,1,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,81.1,2036.23,0,3.119230769230769,0
Female,1,Yes,No,2,No,No,DSL,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,38.48,84.3,0,12.826666666666666,0
Male,0,No,Yes,3,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,80.63,233.44,1,20.1575,0
Male,0,No,No,42,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.09,3065.54,1,1.6997674418604651,1
Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,82.29,5185.52,0,1.28578125,0
Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Two year,No,Mailed check,75.78,1138.48,0,4.73625,0
Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.64,976.43,1,7.386666666666667,0
Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,103.67,2487.18,0,4.1468,0
Female,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.71,2771.62,1,1.612142857142857,1
Female,0,No,No,54,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,80.42,4360.21,1,1.4621818181818182,1
Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),46.6,49.61,1,23.3,0
Female,1,Yes,No,4,Yes,No,No,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,109.95,436.47,1,21.990000000000002,0
Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),62.9,2452.23,1,1.5725,1
Female,0,No,No,57,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,100.38,5727.14,1,1.7306896551724138,1
